ID,ID V 4.0,ID SwissFIR,name D,synonyms D,name F,synonyms F,name I,synonyms I,name E,synonyms E,category D,category F,category I,category E,specific gravity,energy kJ,unit,matrix unit,value type,source,energy kcal,unit,matrix unit,value type,source,protein,unit,matrix unit,value type,source,alcohol,unit,matrix unit,value type,source,water,unit,matrix unit,value type,source,"carbohydrates, available",unit,matrix unit,value type,source,starch,unit,matrix unit,value type,source,sugars,unit,matrix unit,value type,source,dietary fibres,unit,matrix unit,value type,source,"fat, total",unit,matrix unit,value type,source,cholesterol,unit,matrix unit,value type,source,"fatty acids, monounsaturated",unit,matrix unit,value type,source,"fatty acids, saturated",unit,matrix unit,value type,source,"fatty acids, polyunsaturated",unit,matrix unit,value type,source,vitamin A activity,unit,matrix unit,value type,source,all-trans retinol equivalents,unit,matrix unit,value type,source,beta-carotene activity,unit,matrix unit,value type,source,beta-carotene,unit,matrix unit,value type,source,vitamin B1 (thiamine),unit,matrix unit,value type,source,vitamin B2 (riboflavin),unit,matrix unit,value type,source,vitamin B6 (pyridoxine),unit,matrix unit,value type,source,vitamin B12 (cobalamin),unit,matrix unit,value type,source,niacin,unit,matrix unit,value type,source,folate,unit,matrix unit,value type,source,pantothenic acid,unit,matrix unit,value type,source,vitamin C (ascorbic acid),unit,matrix unit,value type,source,vitamin D (calciferol),unit,matrix unit,value type,source,vitamin E activity,unit,matrix unit,value type,source,sodium (Na),unit,matrix unit,value type,source,potassium (K),unit,matrix unit,value type,source,chloride (Cl),unit,matrix unit,value type,source,calcium (Ca),unit,matrix unit,value type,source,magnesium (Mg),unit,matrix unit,value type,source,phosphorus (P),unit,matrix unit,value type,source,iron (Fe),unit,matrix unit,value type,source,iodide (I),unit,matrix unit,value type,source,zinc (Zn),unit,matrix unit,value type,source,record has changed
272,3949,841004,"Edelkastanie, roh",Marroni,"Châtaigne, crue",,"Castagne, crude",,"Chestnut, raw",,"Nüsse, Samen und Ölfrüchte","Noix, graines et produits oléagineux","Noci, semi e frutti oleosi","Nuts, seeds and oleaginous fruit",,840,kilojoule,per 100g edible portion,weighted,Computed value,200,kilocalorie,per 100g edible portion,weighted,Computed value,2.9,gram,per 100g edible portion,weighted,67,0,gram,per 100g edible portion,weighted,51,50.7,gram,per 100g edible portion,weighted,67,42,gram,per 100g edible portion,weighted,81,21.1,gram,per 100g edible portion,weighted,67,5,gram,per 100g edible portion,weighted,43,1.4,gram,per 100g edible portion,weighted,67,2,gram,per 100g edible portion,weighted,140,0,milligram,per 100g edible portion,weighted,145,0.7,gram,per 100g edible portion,weighted,81,0.3,gram,per 100g edible portion,weighted,81,0.7,gram,per 100g edible portion,weighted,81,5,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,60,beta-carotene equivalent,per 100g edible portion,weighted,145,,,,,,0.24,milligram,per 100g edible portion,weighted,145,0.11,milligram,per 100g edible portion,weighted,145,0.35,milligram,per 100g edible portion,weighted,156,0,microgram,per 100g edible portion,weighted,156,1.1,milligram,per 100g edible portion,weighted,156,58,microgram,per 100g edible portion,weighted,156,0.48,milligram,per 100g edible portion,weighted,156,33,milligram,per 100g edible portion,weighted,137,0,microgram,per 100g edible portion,weighted,145,0.5,alpha-tocopherol equivalent,per 100g edible portion,weighted,145,0.6,milligram,per 100g edible portion,weighted,1542;67,380,milligram,per 100g edible portion,weighted,1542;67,13,milligram,per 100g edible portion,weighted,8,18,milligram,per 100g edible portion,weighted,1542;67,31,milligram,per 100g edible portion,weighted,1542;67,59,milligram,per 100g edible portion,weighted,1542;67,2.1,milligram,per 100g edible portion,weighted,1542;67,0.1,microgram,per 100g edible portion,weighted,145,1,milligram,per 100g edible portion,weighted,67,TRUE
765,4392,1001411,"Egli, roh",Flussbarsch,"Perche, crue",,"Pesce Persico, crudo",,"Eurasian perch, raw",,Fisch/Süsswasserfische,Poisson/Poissons d'eau douce,Pesce/Pesci d’acqua dolce,Fish/Fresh water fish,,340,kilojoule,per 100g edible portion,weighted,Computed value,80,kilocalorie,per 100g edible portion,weighted,Computed value,18,gram,per 100g edible portion,weighted,22,0,gram,per 100g edible portion,weighted,5,80.4,gram,per 100g edible portion,weighted,50,0,gram,per 100g edible portion,weighted,50,0,gram,per 100g edible portion,weighted,51,0,gram,per 100g edible portion,weighted,5,0,gram,per 100g edible portion,weighted,5,1,gram,per 100g edible portion,weighted,50,70,milligram,per 100g edible portion,weighted,5,0.1,gram,per 100g edible portion,weighted,50,0.1,gram,per 100g edible portion,weighted,50,0.3,gram,per 100g edible portion,weighted,50,7,retinol equivalent,per 100g edible portion,weighted,51,7,retinol equivalent,per 100g edible portion,weighted,51,0,beta-carotene equivalent,per 100g edible portion,weighted,51,0,microgram,per 100g edible portion,weighted,128,0.07,milligram,per 100g edible portion,weighted,5,0.1,milligram,per 100g edible portion,weighted,5,0.12,milligram,per 100g edible portion,weighted,5,1,microgram,per 100g edible portion,weighted,9,2.9,milligram,per 100g edible portion,weighted,5,5,microgram,per 100g edible portion,weighted,5,0.19,milligram,per 100g edible portion,weighted,9,2,milligram,per 100g edible portion,weighted,5,0.4,microgram,per 100g edible portion,weighted,5,0.2,alpha-tocopherol equivalent,per 100g edible portion,weighted,5,92,milligram,per 100g edible portion,weighted,5,80,milligram,per 100g edible portion,weighted,5,60,milligram,per 100g edible portion,weighted,9,80,milligram,per 100g edible portion,weighted,5,30,milligram,per 100g edible portion,weighted,9,370,milligram,per 100g edible portion,weighted,50,0.9,milligram,per 100g edible portion,weighted,5,4,microgram,per 100g edible portion,weighted,9,1.1,milligram,per 100g edible portion,weighted,5,TRUE
376,4745,1000839,"Eierschwamm, roh",Pfifferling,"Chanterelle, crue",,"Gallinaccio, crudo",,"Chanterelle, raw",,Gemüse/Pilze,Légumes/Champignons,Verdure/Funghi,Vegetables/Mushrooms,,90,kilojoule,per 100g edible portion,weighted,Computed value,25,kilocalorie,per 100g edible portion,weighted,Computed value,1.6,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,91.5,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0.2,gram,per 100g edible portion,weighted,43,4.7,gram,per 100g edible portion,weighted,43,1,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,9,0.1,gram,per 100g edible portion,weighted,9,0.3,gram,per 100g edible portion,weighted,9,48,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,577,beta-carotene equivalent,per 100g edible portion,weighted,51,577,microgram,per 100g edible portion,weighted,66,0.02,milligram,per 100g edible portion,weighted,43,0.23,milligram,per 100g edible portion,weighted,43,0.04,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,43,6.5,milligram,per 100g edible portion,weighted,43,25,microgram,per 100g edible portion,weighted,9,2.5,milligram,per 100g edible portion,weighted,9,6,milligram,per 100g edible portion,weighted,43,2.1,microgram,per 100g edible portion,weighted,43,0.1,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,3,milligram,per 100g edible portion,weighted,43,510,milligram,per 100g edible portion,weighted,43,30,milligram,per 100g edible portion,weighted,9,8,milligram,per 100g edible portion,weighted,43,14,milligram,per 100g edible portion,weighted,43,44,milligram,per 100g edible portion,weighted,43,6.5,milligram,per 100g edible portion,weighted,43,3,microgram,per 100g edible portion,weighted,9,0.6,milligram,per 100g edible portion,weighted,9,TRUE
459,4420,1000940,"Eisbergsalat, roh",,"Salade Iceberg, crue",,"Lattuga ghiaccio, cruda",,"Iceberg lettuce, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,70,kilojoule,per 100g edible portion,weighted,Computed value,20,kilocalorie,per 100g edible portion,weighted,Computed value,1,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,22,94.6,gram,per 100g edible portion,weighted,9,2,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,9,1.6,gram,per 100g edible portion,weighted,22,1.8,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,9,0,milligram,per 100g edible portion,weighted,22,0,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,9,0.1,gram,per 100g edible portion,weighted,9,4,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,48,beta-carotene equivalent,per 100g edible portion,weighted,51,48,microgram,per 100g edible portion,weighted,87,0.05,milligram,per 100g edible portion,weighted,9,0.03,milligram,per 100g edible portion,weighted,9,0.03,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,22,0.2,milligram,per 100g edible portion,weighted,9,53,microgram,per 100g edible portion,weighted,9,0.05,milligram,per 100g edible portion,weighted,9,3.9,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,22,0.57,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,3.6,milligram,per 100g edible portion,weighted,318,180,milligram,per 100g edible portion,weighted,318,42,milligram,per 100g edible portion,weighted,9,34,milligram,per 100g edible portion,weighted,318,7,milligram,per 100g edible portion,weighted,318,22,milligram,per 100g edible portion,weighted,318,0.4,milligram,per 100g edible portion,weighted,318,2,microgram,per 100g edible portion,weighted,9,0.2,milligram,per 100g edible portion,weighted,318,TRUE
467,4415,1000950,"Endivie, roh",Frisée Salat,"Chicorée scarole, crue",Salade scarole,"Indivia, cruda",Indivia scarola;Indivia riccia,"Endive, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,70,kilojoule,per 100g edible portion,weighted,Computed value,20,kilocalorie,per 100g edible portion,weighted,Computed value,1.8,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,94.2,gram,per 100g edible portion,weighted,36,1,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,1.2,gram,per 100g edible portion,weighted,36,1.2,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,0,milligram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,0.1,gram,per 100g edible portion,weighted,36,91,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,1090,beta-carotene equivalent,per 100g edible portion,weighted,51,890,microgram,per 100g edible portion,weighted,121,0.05,milligram,per 100g edible portion,weighted,36,0.12,milligram,per 100g edible portion,weighted,36,0.05,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,9,0.41,milligram,per 100g edible portion,weighted,36,110,microgram,per 100g edible portion,weighted,36,0.9,milligram,per 100g edible portion,weighted,9,9.4,milligram,per 100g edible portion,weighted,36,0,microgram,per 100g edible portion,weighted,9,1,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,43,milligram,per 100g edible portion,weighted,36,330,milligram,per 100g edible portion,weighted,36,71,milligram,per 100g edible portion,weighted,36,54,milligram,per 100g edible portion,weighted,36,10,milligram,per 100g edible portion,weighted,36,54,milligram,per 100g edible portion,weighted,36,1.4,milligram,per 100g edible portion,weighted,36,2.9,microgram,per 100g edible portion,weighted,36,0.4,milligram,per 100g edible portion,weighted,36,TRUE
369,3823,1000832,"Erbse, grün, roh",,"Petit-poid, cru",,"Pisello, crudo",,"Green pea, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,380,kilojoule,per 100g edible portion,weighted,Computed value,90,kilocalorie,per 100g edible portion,weighted,Computed value,6,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,74.5,gram,per 100g edible portion,weighted,43,12,gram,per 100g edible portion,weighted,43,6.2,gram,per 100g edible portion,weighted,9,5.5,gram,per 100g edible portion,weighted,9,6,gram,per 100g edible portion,weighted,43,1,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,0.4,gram,per 100g edible portion,weighted,43,43,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,520,beta-carotene equivalent,per 100g edible portion,weighted,51,520,microgram,per 100g edible portion,weighted,125,0.4,milligram,per 100g edible portion,weighted,43,0.14,milligram,per 100g edible portion,weighted,43,0.16,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,2.2,milligram,per 100g edible portion,weighted,43,70,microgram,per 100g edible portion,weighted,43,0.5,milligram,per 100g edible portion,weighted,43,32,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.2,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,2,milligram,per 100g edible portion,weighted,43,300,milligram,per 100g edible portion,weighted,43,40,milligram,per 100g edible portion,weighted,9,26,milligram,per 100g edible portion,weighted,43,34,milligram,per 100g edible portion,weighted,43,130,milligram,per 100g edible portion,weighted,43,1.9,milligram,per 100g edible portion,weighted,43,4.2,microgram,per 100g edible portion,weighted,9,0.8,milligram,per 100g edible portion,weighted,9,TRUE
385,4549,1000848,"Erdbeere, roh",,"Fraise, crue",,"Fragola, cruda",,"Strawberry, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,,170,kilojoule,per 100g edible portion,weighted,Computed value,40,kilocalorie,per 100g edible portion,weighted,Computed value,0.7,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,89.9,gram,per 100g edible portion,weighted,43,7,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,7,gram,per 100g edible portion,weighted,43,2.2,gram,per 100g edible portion,weighted,43,1,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0.3,gram,per 100g edible portion,weighted,43,0,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,4,beta-carotene equivalent,per 100g edible portion,weighted,51,4,microgram,per 100g edible portion,weighted,134,0.02,milligram,per 100g edible portion,weighted,43,0.03,milligram,per 100g edible portion,weighted,43,0.06,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.5,milligram,per 100g edible portion,weighted,43,62,microgram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,60,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.2,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,2,milligram,per 100g edible portion,weighted,43,150,milligram,per 100g edible portion,weighted,43,14,milligram,per 100g edible portion,weighted,9,20,milligram,per 100g edible portion,weighted,43,12,milligram,per 100g edible portion,weighted,43,23,milligram,per 100g edible portion,weighted,43,0.4,milligram,per 100g edible portion,weighted,43,1,microgram,per 100g edible portion,weighted,9,0.1,milligram,per 100g edible portion,weighted,9,TRUE
386,4550,1000849,"Feige, roh",,"Figue, crue",,"Fico, crudo",,"Fig, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,,320,kilojoule,per 100g edible portion,weighted,Computed value,75,kilocalorie,per 100g edible portion,weighted,Computed value,0.9,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,79.5,gram,per 100g edible portion,weighted,43,16,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,15.5,gram,per 100g edible portion,weighted,43,3,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0.2,gram,per 100g edible portion,weighted,43,4,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,45,beta-carotene equivalent,per 100g edible portion,weighted,51,40,microgram,per 100g edible portion,weighted,152,0.05,milligram,per 100g edible portion,weighted,43,0.06,milligram,per 100g edible portion,weighted,43,0.11,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.5,milligram,per 100g edible portion,weighted,43,7,microgram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,5,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.5,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,3,milligram,per 100g edible portion,weighted,43,230,milligram,per 100g edible portion,weighted,43,18,milligram,per 100g edible portion,weighted,36,60,milligram,per 100g edible portion,weighted,43,18,milligram,per 100g edible portion,weighted,43,23,milligram,per 100g edible portion,weighted,43,0.8,milligram,per 100g edible portion,weighted,43,1.5,microgram,per 100g edible portion,weighted,36,0.2,milligram,per 100g edible portion,weighted,36,TRUE
211,3579,832004,"Felche, roh",,"Corégone / Lavaret, cru",Féra;Bondelle;Palée,"Coregone lavarello, crudo",,"Whitefish, raw",,Fisch/Süsswasserfische,Poisson/Poissons d'eau douce,Pesce/Pesci d’acqua dolce,Fish/Fresh water fish,,430,kilojoule,per 100g edible portion,weighted,Computed value,105,kilocalorie,per 100g edible portion,weighted,Computed value,19.2,gram,per 100g edible portion,weighted,136,0,gram,per 100g edible portion,weighted,51,76.6,gram,per 100g edible portion,weighted,88,0,gram,per 100g edible portion,weighted,128,0,gram,per 100g edible portion,weighted,51,0,gram,per 100g edible portion,weighted,128,0,gram,per 100g edible portion,weighted,145,2.7,gram,per 100g edible portion,weighted,136,54,milligram,per 100g edible portion,weighted,136,0.6,gram,per 100g edible portion,weighted,51,0.6,gram,per 100g edible portion,weighted,51,0.6,gram,per 100g edible portion,weighted,51,13,retinol equivalent,per 100g edible portion,weighted,51,13,retinol equivalent,per 100g edible portion,weighted,51,0,beta-carotene equivalent,per 100g edible portion,weighted,51,0,microgram,per 100g edible portion,weighted,128,0.07,milligram,per 100g edible portion,weighted,128,0.07,milligram,per 100g edible portion,weighted,128,0.45,milligram,per 100g edible portion,weighted,128,1,microgram,per 100g edible portion,weighted,128,4,milligram,per 100g edible portion,weighted,145,10,microgram,per 100g edible portion,weighted,128,,,,,,0,milligram,per 100g edible portion,weighted,128,22,microgram,per 100g edible portion,weighted,128,1.3,alpha-tocopherol equivalent,per 100g edible portion,weighted,136,20,milligram,per 100g edible portion,weighted,136,400,milligram,per 100g edible portion,weighted,136,,,,,,34,milligram,per 100g edible portion,weighted,136,26,milligram,per 100g edible portion,weighted,136,230,milligram,per 100g edible portion,weighted,136,0.4,milligram,per 100g edible portion,weighted,136,1.5,microgram,per 100g edible portion,weighted,88,0.6,milligram,per 100g edible portion,weighted,136,TRUE
352,3774,1000813,"Fenchel, roh",,"Fenouil, cru",,"Finocchio, crudo",,"Fennel, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,100,kilojoule,per 100g edible portion,weighted,Computed value,25,kilocalorie,per 100g edible portion,weighted,Computed value,1.1,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,92.2,gram,per 100g edible portion,weighted,43,2,gram,per 100g edible portion,weighted,43,2.2,gram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,3.3,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,12,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,140,beta-carotene equivalent,per 100g edible portion,weighted,145,,,,,,0.08,milligram,per 100g edible portion,weighted,43,0.02,milligram,per 100g edible portion,weighted,43,0.06,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.7,milligram,per 100g edible portion,weighted,43,55,microgram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,8,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,6,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,15,milligram,per 100g edible portion,weighted,43,470,milligram,per 100g edible portion,weighted,43,27,milligram,per 100g edible portion,weighted,9,37,milligram,per 100g edible portion,weighted,43,12,milligram,per 100g edible portion,weighted,43,38,milligram,per 100g edible portion,weighted,43,0.5,milligram,per 100g edible portion,weighted,43,5,microgram,per 100g edible portion,weighted,9,0.3,milligram,per 100g edible portion,weighted,9,TRUE
1098,3682,,"Fisch (Durchschnitt), roh ",,"Poisson (moyen), cru",,"Pesce (in media), crudo ",,"Fish (average), raw ",,Fisch/Süsswasserfische;Fisch/Meeresfische,Poisson/Poissons d'eau douce;Poisson/Poissons de mer,Pesce/Pesci d’acqua dolce;Pesce/Pesci di mare,Fish/Fresh water fish;Fish/Sea fish,,580,kilojoule,per 100g edible portion,weighted,Computed value,140,kilocalorie,per 100g edible portion,weighted,Computed value,20.2,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,71.8,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,6,gram,per 100g edible portion,weighted,Computed value,40,milligram,per 100g edible portion,weighted,Computed value,1.9,gram,per 100g edible portion,weighted,Computed value,1.4,gram,per 100g edible portion,weighted,Computed value,1.4,gram,per 100g edible portion,weighted,Computed value,131,retinol equivalent,per 100g edible portion,weighted,Computed value,131,retinol equivalent,per 100g edible portion,weighted,Computed value,0,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,0,microgram,per 100g edible portion,weighted,Computed value,0.16,milligram,per 100g edible portion,weighted,Computed value,0.11,milligram,per 100g edible portion,weighted,Computed value,0.45,milligram,per 100g edible portion,weighted,Computed value,4.5,microgram,per 100g edible portion,weighted,Computed value,5.9,milligram,per 100g edible portion,weighted,Computed value,11,microgram,per 100g edible portion,weighted,Computed value,0.97,milligram,per 100g edible portion,weighted,Computed value,0.3,milligram,per 100g edible portion,weighted,Computed value,5.3,microgram,per 100g edible portion,weighted,Computed value,0.88,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,52,milligram,per 100g edible portion,weighted,Computed value,330,milligram,per 100g edible portion,weighted,Computed value,84,milligram,per 100g edible portion,weighted,Computed value,20,milligram,per 100g edible portion,weighted,Computed value,25,milligram,per 100g edible portion,weighted,Computed value,190,milligram,per 100g edible portion,weighted,Computed value,0.6,milligram,per 100g edible portion,weighted,Computed value,38,microgram,per 100g edible portion,weighted,Computed value,0.5,milligram,per 100g edible portion,weighted,Computed value,TRUE
1111,4029,,"Fleisch (Durchschnitt exkl. Innereien), roh ",,"Viande (moyenne sans abats), crue",,"Carne (in media, senza interiora), cruda",,"Meat (average excluding offal), raw ",,"Fleisch und Innereien/Kalb;Fleisch und Innereien/Geflügel;Fleisch und Innereien/Lamm, Schaf;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein;Fleisch und Innereien/Wild","Viande et abats/Veau;Viande et abats/Volaille;Viande et abats/Agneau, mouton;Viande et abats/Bœuf;Viande et abats/Porc;Viande et abats/Gibier","Carne e frattaglie/Vitello;Carne e frattaglie/Pollame;Carne e frattaglie/Agnello, pecora;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale;Carne e frattaglie/Selvaggina","Meat and offal/Veal;Meat and offal/Poultry;Meat and offal/Lamb, mutton;Meat and offal/Beef;Meat and offal/Pork;Meat and offal/Game",,610,kilojoule,per 100g edible portion,weighted,Computed value,145,kilocalorie,per 100g edible portion,weighted,Computed value,21.5,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,70.2,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,7,gram,per 100g edible portion,weighted,Computed value,62,milligram,per 100g edible portion,weighted,Computed value,2.9,gram,per 100g edible portion,weighted,Computed value,2.4,gram,per 100g edible portion,weighted,Computed value,0.7,gram,per 100g edible portion,weighted,Computed value,5,retinol equivalent,per 100g edible portion,weighted,Computed value,5,retinol equivalent,per 100g edible portion,weighted,Computed value,2,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,2,microgram,per 100g edible portion,weighted,Computed value,0.44,milligram,per 100g edible portion,weighted,Computed value,0.18,milligram,per 100g edible portion,weighted,Computed value,0.46,milligram,per 100g edible portion,weighted,Computed value,1.3,microgram,per 100g edible portion,weighted,Computed value,2.4,milligram,per 100g edible portion,weighted,Computed value,6,microgram,per 100g edible portion,weighted,Computed value,0.82,milligram,per 100g edible portion,weighted,Computed value,0,milligram,per 100g edible portion,weighted,Computed value,0.6,microgram,per 100g edible portion,weighted,Computed value,0.38,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,58,milligram,per 100g edible portion,weighted,Computed value,330,milligram,per 100g edible portion,weighted,Computed value,68,milligram,per 100g edible portion,weighted,Computed value,6.2,milligram,per 100g edible portion,weighted,Computed value,22,milligram,per 100g edible portion,weighted,Computed value,190,milligram,per 100g edible portion,weighted,Computed value,1.2,milligram,per 100g edible portion,weighted,Computed value,2.1,microgram,per 100g edible portion,weighted,Computed value,2.7,milligram,per 100g edible portion,weighted,Computed value,TRUE
481,4052,1000966,"Flunder, roh",,"Flet, cru",,"Passera pianuzza, cruda",,"Flounder, raw",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,,310,kilojoule,per 100g edible portion,weighted,Computed value,75,kilocalorie,per 100g edible portion,weighted,Computed value,16.5,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,81.4,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,22,0,gram,per 100g edible portion,weighted,51,0,gram,per 100g edible portion,weighted,22,0,gram,per 100g edible portion,weighted,9,1,gram,per 100g edible portion,weighted,36,48,milligram,per 100g edible portion,weighted,36,0.1,gram,per 100g edible portion,weighted,22,0.1,gram,per 100g edible portion,weighted,22,0.2,gram,per 100g edible portion,weighted,22,9,retinol equivalent,per 100g edible portion,weighted,51,9,retinol equivalent,per 100g edible portion,weighted,145,0,beta-carotene equivalent,per 100g edible portion,weighted,51,0,microgram,per 100g edible portion,weighted,51,0.22,milligram,per 100g edible portion,weighted,36,0.21,milligram,per 100g edible portion,weighted,36,0.25,milligram,per 100g edible portion,weighted,36,1,microgram,per 100g edible portion,weighted,36,3.4,milligram,per 100g edible portion,weighted,9,11,microgram,per 100g edible portion,weighted,36,0.68,milligram,per 100g edible portion,weighted,9,0.8,milligram,per 100g edible portion,weighted,9,0.2,microgram,per 100g edible portion,weighted,22,0.36,alpha-tocopherol equivalent,per 100g edible portion,weighted,36,150,milligram,per 100g edible portion,weighted,36,290,milligram,per 100g edible portion,weighted,36,130,milligram,per 100g edible portion,weighted,9,48,milligram,per 100g edible portion,weighted,36,22,milligram,per 100g edible portion,weighted,36,190,milligram,per 100g edible portion,weighted,36,0.3,milligram,per 100g edible portion,weighted,36,6.3,microgram,per 100g edible portion,weighted,36,0.5,milligram,per 100g edible portion,weighted,36,TRUE
